Date,Open,High,Low,Close,Volume
01-01-2020,2168,2183.9,2154,2167.6,1354908
31-12-2019,2185.25,2196.8,2158.3,2161.3,39005
30-12-2019,2202,2224.55,2176.5,2182.9,49371
27-12-2019,2210,2214.6,2178.35,2198.15,60961
26-12-2019,2219,2227.9,2197.1,2201.05,49606
24-12-2019,2244.95,2244.95,2210.9,2215.05,39616
23-12-2019,2217,2241.4,2211.6,2232.45,53150
20-12-2019,2225,2246.15,2209.4,2222.55,139678
19-12-2019,2165.15,2235.85,2165,2228.65,170417
18-12-2019,2172,2203.6,2152.35,2167.25,189902
17-12-2019,2130,2169,2119.25,2165.65,194169
16-12-2019,2095,2135.7,2080.95,2127.55,184800
13-12-2019,2023,2076.45,2007.4,2071.7,197206
12-12-2019,2047,2083.35,1983.85,2016.75,192895
11-12-2019,2021.05,2047,2007.95,2041.2,239416
10-12-2019,2063.4,2063.55,2005,2012.5,148258
09-12-2019,2110,2128.15,2054.05,2060.7,89534
06-12-2019,2130,2130,2101,2122.95,184863
05-12-2019,2065,2126,2065,2121.5,251530
04-12-2019,2045,2081.85,2045,2079,269706
03-12-2019,2025.1,2061.8,2011,2050.4,792810
02-12-2019,2060,2079,2017,2020.95,191856
29-11-2019,2085,2085,2046,2052.7,104712
28-11-2019,2069.8,2093.95,2061.3,2077.35,93915
27-11-2019,2048.15,2071,2047.55,2053.45,97304
26-11-2019,2090,2097.9,2036,2046.9,142885
25-11-2019,2082,2085.7,2053.2,2080.2,126304
22-11-2019,2110,2110,2061,2070.55,146157
21-11-2019,2110,2126.75,2108.15,2117.05,74769
20-11-2019,2116.1,2135.8,2095.1,2108,76522
19-11-2019,2152,2153.95,2105.1,2108.3,100949
18-11-2019,2187,2187.65,2148.15,2151.75,406587
15-11-2019,2199,2211,2168.55,2174.8,70965
14-11-2019,2181,2199.55,2145.35,2195.6,106873
13-11-2019,2110.2,2182,2110.2,2178.55,135698
11-11-2019,2144,2144,2091.3,2099.7,142808
08-11-2019,2185.5,2188.25,2124.75,2129.95,110688
07-11-2019,2196.1,2203.85,2176.05,2185.5,44386
06-11-2019,2201.6,2210.8,2178.95,2188.4,57283
05-11-2019,2192,2211.9,2169.1,2201.6,58756
04-11-2019,2224.9,2229.7,2181.55,2193.8,134752
01-11-2019,2270,2274.2,2195.5,2202.05,109603
31-10-2019,2250,2285.5,2238,2270.2,118046
30-10-2019,2217,2260,2176.75,2253.65,152519
29-10-2019,2116.6,2200.95,2116.6,2196,157630
27-10-2019,2130.5,2133.9,2110,2116.6,13696
25-10-2019,2088,2129.5,2075,2125.05,108564
24-10-2019,2075.1,2099,2062,2082.2,149770
23-10-2019,2065,2084,2052.6,2075.25,60167
22-10-2019,2081,2109.95,2040.45,2051.65,119818
18-10-2019,2038,2064,2025.1,2057.35,85260
17-10-2019,2015,2037.8,2001,2030.7,131597
16-10-2019,2039,2056,2016.5,2045.85,81105
15-10-2019,2028.8,2046.9,2024.2,2037.4,137747
14-10-2019,2000,2031.9,1969,2020.95,113276
11-10-2019,1933,1994.4,1929,1987.05,477346
10-10-2019,2028,2039,1998.85,2004.4,219994
09-10-2019,2052.85,2056.7,2015.8,2020.65,87599
07-10-2019,2080,2094.8,2041.05,2052.85,95756
04-10-2019,2079.7,2087,2054.75,2078.65,44798
03-10-2019,2070,2081.05,2047,2058.85,82996
01-10-2019,2099.5,2099.55,2040.3,2059.7,76242
30-09-2019,2060.1,2103.9,2060.1,2099.2,113250
27-09-2019,2087,2087,2053,2056.7,84102
26-09-2019,2091,2106.95,2063,2087.65,97699
25-09-2019,2057,2092.05,2057,2087.8,167063
24-09-2019,2015,2062.35,2013.7,2044.3,233358
23-09-2019,2085,2089,1975,2014.75,470064
20-09-2019,2102.5,2129.25,2055.6,2065.6,261727
19-09-2019,2138.85,2138.9,2091.55,2102.15,74797
18-09-2019,2115,2143.75,2114.3,2138.25,81032
17-09-2019,2154,2155.85,2107,2121.35,120315
16-09-2019,2150.35,2173.5,2127.3,2149.15,96788
13-09-2019,2138,2157.9,2116.2,2141.35,113836
12-09-2019,2154,2164.95,2120.65,2133.85,77824
11-09-2019,2192,2200,2147.05,2153.95,83914
09-09-2019,2203,2203,2180,2183.3,48168
06-09-2019,2215,2231.7,2190.85,2197.65,56482
05-09-2019,2246.65,2253.1,2208,2215.8,54328
04-09-2019,2269.7,2269.9,2234,2246.1,44608
03-09-2019,2259,2296,2237.15,2252.25,69973
30-08-2019,2236.05,2266.1,2218,2258.05,56766
29-08-2019,2239,2248,2222.05,2233.3,31047
28-08-2019,2242,2251.1,2216.05,2239.65,38316
27-08-2019,2270,2273,2229,2237,203658
26-08-2019,2254,2280,2225.2,2275.1,78887
23-08-2019,2221.5,2260,2212.75,2247.55,83246
22-08-2019,2186.05,2235,2171,2214.9,67488
21-08-2019,2187,2202.5,2180.95,2185.85,64591
20-08-2019,2168.5,2205.7,2168,2187.15,294610
19-08-2019,2167,2185,2158.2,2163.55,45987
16-08-2019,2233,2237,2145.9,2163.5,168125
14-08-2019,2182,2217.8,2168.8,2204.65,254492
13-08-2019,2250.2,2250.2,2195,2200.2,78148
09-08-2019,2270,2270,2242,2245.6,47328
08-08-2019,2222,2280.85,2220,2258.85,91474
07-08-2019,2220,2238.5,2208.4,2214,59921
06-08-2019,2232,2251.75,2211.55,2215.45,66361
05-08-2019,2185,2250.4,2185,2248.55,105681
02-08-2019,2179.9,2210,2166.4,2206.05,192986
01-08-2019,2206,2217,2166.85,2179.9,59288
31-07-2019,2175,2210.95,2148.3,2205.4,73304
30-07-2019,2125,2184.7,2121,2179,81306
29-07-2019,2111,2141.75,2103.6,2129.5,64054
26-07-2019,2111,2130.1,2096,2108.8,43813
25-07-2019,2115,2134.8,2094,2128.3,60682
24-07-2019,2115,2120.65,2076.6,2096.7,91060
23-07-2019,2127.8,2128.95,2102.95,2111.8,90107
22-07-2019,2080,2117,2068.85,2109.7,72161
19-07-2019,2095,2096.75,2064,2076.95,89018
18-07-2019,2115,2115,2060,2065.6,95604
17-07-2019,2106,2125,2092.55,2117.15,94758
16-07-2019,2131.65,2131.65,2100.3,2105.3,137617
15-07-2019,2120,2153,2099,2145.2,74130
12-07-2019,2108.5,2118,2094.05,2107.95,59397
11-07-2019,2124.6,2128.1,2087.05,2101.45,102758
10-07-2019,2081,2127.65,2070.1,2107.7,264565
09-07-2019,2170.5,2175,2090,2131.45,1132727
08-07-2019,2159,2184,2131,2176.1,131169
05-07-2019,2241,2250,2139,2161.65,1222990
04-07-2019,2237.3,2251.8,2232,2242.6,55390
03-07-2019,2259.9,2259.9,2232.5,2237.2,59889
02-07-2019,2240,2257.35,2216.2,2252.75,98136
01-07-2019,2239.65,2255,2207.65,2239.7,106178
28-06-2019,2255,2261.25,2222.95,2227.25,99596
27-06-2019,2256.4,2264.8,2242.3,2252.65,41248
26-06-2019,2272.9,2272.9,2251.1,2253.7,67735
25-06-2019,2277,2277,2250.9,2266.75,62663
24-06-2019,2250,2279.9,2250,2275,83606
21-06-2019,2280,2290.65,2242.05,2249.95,115557
20-06-2019,2230,2285,2214.05,2279,133605
19-06-2019,2253,2275,2244.4,2259.9,100800
18-06-2019,2249.8,2260,2232,2251.7,84866
17-06-2019,2259.9,2262.8,2240.05,2245.6,107409
14-06-2019,2255,2262.55,2236.4,2252.3,102702
13-06-2019,2257,2285.05,2241.3,2250.25,160534
12-06-2019,2249,2267,2219.5,2258.45,71366
11-06-2019,2237.9,2263,2233,2252.85,121513
10-06-2019,2194.9,2234.95,2189.25,2231.1,94323
07-06-2019,2177,2189,2145.2,2178.95,84031
06-06-2019,2199,2199,2151.45,2167.4,125991
04-06-2019,2226,2226,2175,2182.45,111042
03-06-2019,2207.8,2248,2186,2240.35,292099
31-05-2019,2159.95,2205,2155,2196.85,165501
30-05-2019,2120,2153.4,2116.4,2145.4,170973
29-05-2019,2071,2121.75,2071,2105.25,199565
28-05-2019,2060,2097.45,2047.25,2075,212368
27-05-2019,2060,2067.75,2040.4,2053.8,222227
24-05-2019,2074,2074,2034,2049.65,102735
23-05-2019,2100,2115.1,2049,2053.75,167233
22-05-2019,2114,2121.6,2076.7,2082.75,122238
21-05-2019,2145,2149.95,2101.6,2109.2,87743
20-05-2019,2126,2145,2050.25,2139.3,131596
17-05-2019,2120.6,2134.95,2088.95,2096.35,96029
16-05-2019,2096,2123.4,2078.05,2109.45,85235
15-05-2019,2105,2125.55,2084.6,2094.5,122743
14-05-2019,2137.5,2158.2,2074.5,2094.35,107390
13-05-2019,2140,2167,2122.85,2131.1,154027
10-05-2019,2174.35,2193.6,2125,2135.55,105470
09-05-2019,2145,2182,2138,2168.7,80051
08-05-2019,2158,2167.75,2130.2,2152.65,59590
07-05-2019,2155,2185,2140.1,2150.35,107919
06-05-2019,2113,2165,2104.55,2154.7,123793
03-05-2019,2191,2191,2125.15,2132.5,167475
02-05-2019,2260,2260,2209.45,2214.4,67719
30-04-2019,2230,2265,2230,2254.95,125430
26-04-2019,2200,2244.55,2193.75,2238.3,149597
25-04-2019,2169,2199,2169,2191.7,97687
24-04-2019,2157.7,2195,2155.4,2185.45,114028
23-04-2019,2166,2167.6,2135.1,2157.7,74839
22-04-2019,2148,2175.95,2147.25,2164.35,186485
18-04-2019,2141,2150.05,2116.3,2145.5,88311
16-04-2019,2116,2153.8,2116,2132.45,237129
15-04-2019,2071,2115,2041.05,2110.05,397080
12-04-2019,2040,2040,2008.05,2013.75,164813
11-04-2019,2048,2055.3,2012.35,2019.05,133391
10-04-2019,2098.6,2098.6,2038.55,2043.8,108591
09-04-2019,2074.7,2096.1,2057,2088.1,124591
08-04-2019,2060,2078,2033.55,2069.75,112239
05-04-2019,2029.7,2058.95,2020,2051.45,152384
04-04-2019,2080,2080.75,2006,2014.3,150806
03-04-2019,2089.8,2089.8,2060,2080.25,126061
02-04-2019,2040,2084,2035.55,2079.5,156214
01-04-2019,2010,2040,2009.25,2031.3,532795
29-03-2019,2017.9,2024.9,1986.75,2000.4,148516
28-03-2019,1978,2010.95,1972.4,2000.45,204930
27-03-2019,1985,1998.25,1961,1968.2,125014
26-03-2019,1985,1994,1959,1981.8,133616
25-03-2019,2007,2010,1979.3,1986.9,535545
22-03-2019,2015.5,2015.5,1985.5,2004.65,151043
20-03-2019,2025,2044.6,2002,2015.5,154786
19-03-2019,2026,2030,1996.4,2024.7,82270
18-03-2019,2045,2062.9,2012,2021.3,108133
15-03-2019,1993,2069,1993,2040.2,184492
14-03-2019,2009,2009,1982.3,1988.6,47407
13-03-2019,2006.1,2015.15,1978.6,2001.15,91421
12-03-2019,2018,2024.9,2003.35,2012.55,55412
11-03-2019,2022.7,2032.8,2005.5,2014.1,52839
08-03-2019,2029,2032.6,2010.05,2022.3,96587
07-03-2019,2000.5,2021,2000.5,2011.5,70885
06-03-2019,1990,2014.35,1986.45,1999.4,110167
05-03-2019,2002,2005,1978.05,1987.85,87491
01-03-2019,1990,2005.95,1982.5,1991.65,141607
28-02-2019,2065,2070,1977.85,1984.25,342425
27-02-2019,2037,2070,2020.85,2053.75,142848
26-02-2019,1977,2038.65,1969.9,2032.35,217075
25-02-2019,1927.15,1990,1927.15,1985,124746
22-02-2019,1920,1930.5,1905,1925.9,63686
21-02-2019,1924,1939.8,1898.65,1912.25,199720
20-02-2019,1913.95,1933.8,1882,1914.45,246655
19-02-2019,1971.75,1971.75,1895,1904.85,173030
18-02-2019,2035,2044.1,1965.6,1971.75,103574
15-02-2019,2045,2052,2013,2030.9,69676
14-02-2019,2064,2075,2033.15,2044.65,40054
13-02-2019,2057,2082.75,2050.65,2068.6,210280
12-02-2019,2070,2077,2020.35,2050.65,88124
11-02-2019,2062,2093.45,2051.05,2065.55,70084
08-02-2019,2078,2088.25,2054,2062.75,856235
07-02-2019,2079.4,2097.8,2069.5,2079.9,94880
06-02-2019,2052,2086,2040.4,2077.85,355138
05-02-2019,2049,2054.75,2028.05,2044.35,71284
04-02-2019,2030,2051,2018.3,2047.15,82381
01-02-2019,2005,2035,1998.3,2030.75,112449
31-01-2019,1988,2019.5,1985.05,2014.6,145616
30-01-2019,1983.15,1983.95,1955.1,1977.85,102628
29-01-2019,1956,1989.8,1937.3,1983.15,126943
28-01-2019,1931.7,1958,1929.55,1951.95,146761
25-01-2019,1904.4,1933.45,1900.75,1919.05,97696
24-01-2019,1882,1904.5,1876,1901.75,83595
23-01-2019,1900,1907.7,1874,1879.75,64588
22-01-2019,1908,1918.2,1890.7,1900.35,85612
21-01-2019,1900.4,1931.3,1896.55,1905.8,145868
18-01-2019,1887,1904.45,1877.3,1900.4,75507
17-01-2019,1871,1899,1871,1895.1,138166
16-01-2019,1869.95,1874.8,1848.55,1870.1,105630
15-01-2019,1813.55,1868,1809.55,1864.2,180669
14-01-2019,1854.7,1854.85,1810.5,1814.4,170020
11-01-2019,1875,1876.05,1836.1,1841.95,530631
10-01-2019,1904,1906.8,1874.1,1888.15,157549
09-01-2019,1915,1919,1869.05,1887.8,156721
08-01-2019,1902,1908,1884,1893.05,84481
07-01-2019,1891.1,1909,1880.25,1896.65,98867
04-01-2019,1901,1901.05,1841.5,1873.95,320877
03-01-2019,1913.5,1944,1891.7,1896.45,155018
02-01-2019,1907.9,1933,1900.55,1923.15,145042
01-01-2019,1905,1909,1885.1,1902.35,144685
31-12-2018,1901,1910.15,1887,1893.55,155314
28-12-2018,1909.45,1921,1893.75,1895.8,178358
27-12-2018,1909.9,1940.1,1892.35,1909.45,146915
26-12-2018,1916,1917.95,1872,1889.5,111886
24-12-2018,1901,1938,1901,1915.55,132496
21-12-2018,1949.9,1950,1890,1897.25,167447
20-12-2018,1965,1975.45,1947,1956.35,143401
19-12-2018,1985,1985,1960,1967.2,123115
18-12-2018,1999.5,2001.95,1975.1,1987.7,76444
17-12-2018,1990.15,2003,1985.5,1993.25,62958
14-12-2018,1995,1995,1975.65,1989.25,76627
13-12-2018,2020,2028.4,1975,1983.65,157492
12-12-2018,1998.35,2022.05,1987.1,2018.7,466804
11-12-2018,1973.5,2009.7,1961.15,1998.35,100894
10-12-2018,1979,2009.9,1962.05,1974.9,97246
07-12-2018,1991.75,2003.85,1975,1995.95,101524
06-12-2018,2000,2017.95,1981.25,1991.75,111506
05-12-2018,2009.4,2017.5,1985,2006.1,127987
04-12-2018,1983,2019.3,1971.5,2009.4,164306
03-12-2018,1980.1,1990,1969.05,1982.2,73374
30-11-2018,1960.25,1989.4,1960.25,1970.6,116167
29-11-2018,2000,2000,1943.65,1959.45,193279
28-11-2018,1897,1982.15,1883.9,1976.55,778970
27-11-2018,1865,1893.5,1834.6,1888.35,130220
26-11-2018,1822.9,1859.5,1787,1846.1,171396
22-11-2018,1822.45,1847.1,1810.4,1815.25,157701
21-11-2018,1873,1873.05,1802,1811.75,452436
20-11-2018,1903,1905.95,1875.1,1877.75,67206
19-11-2018,1896,1907,1867.5,1902.05,62108
16-11-2018,1889.9,1898.55,1868,1882.25,315475
15-11-2018,1869,1898.95,1860,1865.5,367665
14-11-2018,1935.9,1935.9,1872.5,1880.55,150552
13-11-2018,1925,1939.8,1903.05,1935.8,46465
12-11-2018,1910,1944.85,1909.8,1915.9,80898
09-11-2018,1955,1962.95,1904,1909.8,70524
07-11-2018,1948,1950.35,1935,1942.8,24436
06-11-2018,1891,1936,1890,1931.95,94811
05-11-2018,1914,1926.7,1885,1889.95,89179
02-11-2018,1935.8,1953.5,1905.75,1909.8,132521
01-11-2018,1940.1,1950,1902.55,1934.6,98198
31-10-2018,1904.4,1944.6,1878.65,1937.6,136726
30-10-2018,1866.95,1909,1846.55,1895.4,143803
29-10-2018,1810,1878,1784,1869.75,140665
26-10-2018,1857.8,1858,1791.3,1799.6,167785
25-10-2018,1845,1875.45,1825.5,1852.65,90640
24-10-2018,1858,1871.8,1812,1851.5,172568
23-10-2018,1890,1896.5,1836.8,1844.15,114276
22-10-2018,1918,1919.5,1888.45,1902.15,55237
19-10-2018,1940,1940,1872.2,1917.05,123953
17-10-2018,1974.5,1988.95,1920.1,1927.7,306638
16-10-2018,1955,1969.15,1935,1961.7,168016
15-10-2018,1937,1955,1921.7,1949.15,174014
12-10-2018,1990,1990,1904.8,1918.4,650422
11-10-2018,1998.7,2013.55,1943.05,1979.75,358205
10-10-2018,2110,2110,2030.2,2043.05,1935417
09-10-2018,2080,2108,2054.4,2090.5,127278
08-10-2018,2106.5,2122.9,2048,2080.1,102738
05-10-2018,2059.8,2119.85,2024,2103.1,166182
04-10-2018,2161,2161,2058.65,2064.25,537593
03-10-2018,2246.1,2253.85,2155,2162.45,151560
01-10-2018,2186,2273,2186,2255.8,186123
28-09-2018,2184,2190,2159.55,2184.5,77824
27-09-2018,2150,2202,2136.6,2187.8,121150
26-09-2018,2183,2197.1,2135,2141.45,79677
25-09-2018,2200,2209.6,2155,2183.1,128098
24-09-2018,2104,2214.15,2098.3,2198.7,299610
21-09-2018,2078,2130.85,2052.5,2103.8,124436
19-09-2018,2074,2088.1,2066,2076.9,56494
18-09-2018,2075,2077.3,2059,2070,44727
17-09-2018,2070,2077,2054.85,2071.6,49469
14-09-2018,2045,2070.85,2018.85,2063.3,142167
12-09-2018,2051,2067.8,2040,2043.75,162054
11-09-2018,2084,2089.25,2042,2045.95,94049
10-09-2018,2082.95,2093.4,2074.1,2081.2,59853
07-09-2018,2080,2083.95,2065.55,2079.7,49201
06-09-2018,2080,2081.5,2063,2075.7,64300
05-09-2018,2100,2105.95,2075,2078.15,136884
04-09-2018,2055,2100,2055,2093.2,318313
03-09-2018,2080.05,2089.95,2052.1,2054.95,125871
31-08-2018,2080,2090.5,2073.05,2078.2,166815
30-08-2018,2070,2080.2,2064.4,2079.45,187645
29-08-2018,2072.9,2072.9,2046.1,2065.8,96894
28-08-2018,2052.75,2072,2051.65,2065.55,167682
27-08-2018,2042,2058.55,2036.55,2051.65,102741
24-08-2018,2035.1,2046.05,2031,2042.2,90110
23-08-2018,2020,2038.7,2020,2035.45,162256
21-08-2018,2010,2022.75,2005,2013.65,62718
20-08-2018,2023.5,2023.5,2005.25,2010.4,69717
17-08-2018,2014,2021.15,2005,2011.85,175463
16-08-2018,2002,2019,1996,2008.75,132552
14-08-2018,1992,2024,1983.5,2001.25,228939
13-08-2018,2000,2002.55,1988.25,2000.5,364314
10-08-2018,1978.05,1997.05,1974,1993.85,140439
09-08-2018,1985.9,1985.9,1966.3,1974.55,101982
08-08-2018,1970,1978.3,1963.75,1974.6,94389
07-08-2018,1977,1977.05,1961,1968.1,78403
06-08-2018,1998,1998,1971,1976.35,110668
03-08-2018,1956.9,1980,1956.9,1977.35,57673
02-08-2018,1980.7,1984.6,1941,1950.65,105704
01-08-2018,1951,1980,1950,1975.1,112747
31-07-2018,1943.6,1948.5,1929.05,1941.25,89586
30-07-2018,1948.55,1955.3,1935,1944.95,96383
27-07-2018,1965,1966.8,1940,1943.1,132170
26-07-2018,1975,1985.05,1955.55,1963.3,83737
25-07-2018,2000.15,2003,1971,1979.4,91325
24-07-2018,2009.05,2012,1987,1996.85,59826
23-07-2018,2000,2008.85,1991.2,2005.05,86334
20-07-2018,1983.05,2000,1983,1995.95,62274
19-07-2018,1999,2009.95,1970.55,1981.45,83227
18-07-2018,2005.5,2009.9,1993,1997.3,78031
17-07-2018,1988,2005.45,1982,1997.85,117890
16-07-2018,1985.05,1996,1978.4,1988.8,112080
13-07-2018,1975,1998,1975,1981.25,975624
12-07-2018,1984,1992,1961.5,1971,602500
11-07-2018,1900,1995,1894,1979.6,1157363
10-07-2018,1895.2,1900,1872.6,1877,433180
09-07-2018,1927.95,1930,1882,1887.65,374551
06-07-2018,1882.8,1920.3,1880,1913.3,211358
05-07-2018,1875.2,1887,1864,1881.7,110452
04-07-2018,1879,1880,1860.1,1869.65,138775
03-07-2018,1859.95,1880,1858,1875.9,163967
02-07-2018,1829.95,1859.95,1829.95,1855.6,151420
29-06-2018,1846,1868,1843,1847.2,229631
28-06-2018,1865,1872,1830.15,1847.3,333642
27-06-2018,1859.8,1886.2,1852,1859.8,474432
26-06-2018,1821,1862,1821,1852.7,1065791
25-06-2018,1812,1824,1809,1820.45,215085
22-06-2018,1828.8,1829,1803.25,1811.8,200191
21-06-2018,1830,1834,1818,1819.85,184984
20-06-2018,1833,1836.6,1823,1826.3,204010
19-06-2018,1822.65,1839.6,1822,1825.85,721683
18-06-2018,1869,1870.7,1825.5,1830.7,522045
15-06-2018,1801,1849,1791,1841.45,765529
14-06-2018,1839,1840,1785,1792.25,313381
13-06-2018,1815,1832,1800,1824.2,353957
12-06-2018,1756,1784.95,1753.5,1781,152861
11-06-2018,1747,1763.45,1742.8,1750.6,58160
08-06-2018,1736,1757.5,1736,1748.2,402906
07-06-2018,1725.4,1748.5,1725.4,1734.6,118908
06-06-2018,1724.7,1735.3,1716.3,1727.25,383083
05-06-2018,1745,1752.6,1713.45,1721.2,104701
04-06-2018,1751.7,1752,1712.9,1744.55,242609
01-06-2018,1758,1760,1719,1732.25,117215
31-05-2018,1742.3,1758.7,1726.1,1744.8,156722
30-05-2018,1760,1766.25,1742.3,1758.88,154570
29-05-2018,1756,1774.75,1745.55,1761.35,205762
28-05-2018,1800.55,1809,1744,1751.9,263160
25-05-2018,1809.5,1837,1786.4,1794.73,169150
24-05-2018,1750,1807.5,1750,1802.4,192390
23-05-2018,1764,1772.48,1741.4,1748.53,90694
22-05-2018,1779,1787.5,1747.5,1754.03,103528
21-05-2018,1760,1795.93,1755,1778.98,136672
18-05-2018,1744.93,1759,1731.25,1751.18,52170
17-05-2018,1757.93,1764.9,1737.5,1746.35,96268
16-05-2018,1740,1754.98,1737.5,1747.78,58254
15-05-2018,1727,1747.25,1718.45,1741.23,79148
14-05-2018,1732,1739.93,1708,1718.38,603792
11-05-2018,1727.5,1743.75,1723.2,1730.3,70336
10-05-2018,1745.5,1754.73,1723,1726.38,123642
09-05-2018,1724.5,1747.23,1721.5,1744.53,99586
08-05-2018,1716,1743.98,1699.43,1720.53,202564
07-05-2018,1741.13,1745,1710.05,1713.85,126844
04-05-2018,1741,1752,1735.65,1740.43,93992
03-05-2018,1751,1763.93,1737.5,1741.33,145044
02-05-2018,1766.5,1780,1737.8,1748.9,129712
30-04-2018,1727.5,1773.5,1719.1,1765.7,184786
27-04-2018,1770,1771.58,1724.65,1727.4,214912
26-04-2018,1735.5,1780,1734.5,1770.18,301996
25-04-2018,1692.5,1740.75,1683,1733.95,443866
24-04-2018,1706.48,1721.75,1672.95,1692.83,390992
23-04-2018,1714.5,1778.5,1700,1707.6,1011632
20-04-2018,1625.1,1710.63,1622.5,1703.2,1543910
19-04-2018,1587.5,1607.5,1583.15,1595.33,204144
18-04-2018,1586.48,1594.9,1573.65,1579.75,104790
17-04-2018,1595,1595,1574.65,1582.95,92720
16-04-2018,1566,1599.5,1554.03,1592.4,235726
13-04-2018,1574.5,1619,1565.55,1575.5,283872
12-04-2018,1507.75,1575,1505.08,1568.65,1843550
11-04-2018,1475,1513.45,1473.6,1507.75,184910
10-04-2018,1469.5,1477.93,1462.55,1465.93,59978
09-04-2018,1475,1481.5,1457.5,1460.58,46454
06-04-2018,1470.5,1480.68,1463.5,1474.85,42414
05-04-2018,1457.78,1481,1457.78,1478.58,130186
04-04-2018,1461.5,1466.65,1445.98,1453.53,75234
03-04-2018,1450,1463.58,1446.5,1454.05,68598
02-04-2018,1422.5,1455,1422.5,1451.45,101468
28-03-2018,1419.5,1437,1413.78,1424.65,164114
27-03-2018,1410.05,1434.5,1410.05,1420.93,75910
26-03-2018,1408.35,1411.45,1391.15,1406.53,296360
23-03-2018,1403.35,1415.5,1400,1408.23,193700
22-03-2018,1428,1435,1412.5,1414.98,97270
21-03-2018,1430.13,1441,1422.5,1427.3,199524
20-03-2018,1413.73,1435,1410.35,1429.58,107408
19-03-2018,1420.35,1422.5,1410.03,1414.43,222384
16-03-2018,1434.38,1435,1402.5,1412.75,262176
15-03-2018,1445.58,1451.2,1428.83,1434.58,325626
14-03-2018,1448,1462.5,1437.53,1443.05,271416
13-03-2018,1464,1464.5,1442.05,1446.23,4395838
12-03-2018,1517.5,1540,1517.5,1525.93,142190
09-03-2018,1507,1529.98,1489.28,1517.25,210212
08-03-2018,1530,1530,1491.95,1500.75,113716
07-03-2018,1527.5,1544.88,1512.13,1514.63,162102
06-03-2018,1566.5,1566.5,1515.33,1524.9,98618
05-03-2018,1534.5,1556.23,1518.03,1552.15,221630
01-03-2018,1520.5,1530,1510.98,1518.55,56560
28-02-2018,1520,1531.18,1511.68,1519.13,202686
27-02-2018,1524.98,1538.9,1517.5,1521.63,95542
26-02-2018,1539.05,1542.38,1513.5,1517.63,99870
23-02-2018,1521,1550,1498.03,1538.45,593338
22-02-2018,1522.5,1538.98,1511.28,1520.2,149406
21-02-2018,1480.5,1530,1480.5,1521.53,249970
20-02-2018,1465,1491.73,1464.55,1472.53,82030
19-02-2018,1470,1476.23,1449.2,1462.28,167344
16-02-2018,1462.5,1499.5,1462,1468.6,608620
15-02-2018,1464.5,1471.25,1453.3,1462.88,101492
14-02-2018,1482.5,1487,1447.13,1455.23,111846
12-02-2018,1504,1509,1478,1483.95,2393374
09-02-2018,1480,1495.88,1450,1486.15,118202
08-02-2018,1485.5,1513.38,1478.6,1483.13,2542808
07-02-2018,1507.5,1522,1475,1477.68,251898
06-02-2018,1515,1538.93,1492.9,1497.68,1039270
05-02-2018,1555.5,1592.95,1539.18,1553.25,462518
02-02-2018,1557.5,1595,1552.83,1574.58,510204
01-02-2018,1560,1594.5,1545.78,1569.45,127464
31-01-2018,1565.5,1573.55,1550.5,1555.88,301576
30-01-2018,1559.5,1599.63,1559.5,1576.85,88726
29-01-2018,1559.03,1612,1559,1597.55,159372
25-01-2018,1590,1590.5,1540,1558.93,174444
24-01-2018,1550,1627.4,1540,1587.3,762348
23-01-2018,1557.5,1568.88,1546.3,1551.55,614352
22-01-2018,1478,1565,1462,1556.58,443890
19-01-2018,1460,1489.5,1451.53,1477.38,109434
18-01-2018,1447.5,1462.5,1433.3,1455.05,105898
17-01-2018,1428.55,1462.5,1428.5,1444.73,305872
16-01-2018,1374.1,1430,1374.1,1425.43,277772
15-01-2018,1395,1401.53,1368.08,1373.6,64996
12-01-2018,1406.5,1406.5,1372,1386.45,171892
11-01-2018,1403.6,1410,1390.95,1394.2,140630
10-01-2018,1356,1408,1348.73,1403.55,196244
09-01-2018,1355,1361.65,1339.45,1354.23,83554
08-01-2018,1347.5,1360.68,1340.73,1353.88,56746
05-01-2018,1325.5,1347,1325.5,1342.23,98284
04-01-2018,1330,1330,1320.2,1324.9,29218
03-01-2018,1317,1332.03,1315.08,1317.6,40080
02-01-2018,1321.48,1338.73,1311.35,1316.88,45568
01-01-2018,1344.9,1346.25,1321.43,1327.33,72202
29-12-2017,1307.5,1355.85,1307.5,1350.2,187112
28-12-2017,1301.5,1325,1300.6,1314.43,64402
27-12-2017,1318.05,1328.98,1305.53,1310.53,31994
26-12-2017,1337.53,1344,1317.5,1321.4,133142
22-12-2017,1300,1329.95,1295,1319.9,181640
21-12-2017,1295,1303.45,1278.35,1297.05,34050
20-12-2017,1285,1296,1270,1294,313914
19-12-2017,1285,1298.7,1283.75,1287.53,52882
18-12-2017,1266.5,1292.6,1248.45,1288.5,88078
15-12-2017,1280,1293.65,1270.18,1273.93,70532
14-12-2017,1310.13,1315,1265.5,1279.28,113418
13-12-2017,1297.55,1323.78,1297.55,1313.65,55852
12-12-2017,1328.03,1329.55,1302.55,1307.08,63784
11-12-2017,1302.5,1333.5,1302.5,1328,33814
08-12-2017,1308.5,1322,1297.53,1300.5,38394
07-12-2017,1315.73,1322.28,1307.53,1308.83,34668
06-12-2017,1317,1320,1306.95,1315.73,19524
05-12-2017,1310,1324.5,1310,1316.9,23444
