Date,Open,High,Low,Close,Volume
21-10-2021,3604.1,3607.45,3511.25,3532.5,4871211
20-10-2021,3612,3630,3578.3,3608.85,2933693
19-10-2021,3669,3690.1,3625.2,3634.15,3135441
18-10-2021,3603.45,3652.7,3601.45,3647.15,3590107
14-10-2021,3625,3670,3608.2,3611.45,6442299
13-10-2021,3650,3675.45,3645,3655.2,3545655
12-10-2021,3706,3707,3630.6,3652.85,5752877
11-10-2021,3755,3757.5,3660,3685.6,11845402
08-10-2021,3925,3989.9,3900,3935.65,2934339
07-10-2021,3830,3899,3820.05,3892.9,1647233
06-10-2021,3836,3857.45,3795,3810.9,1678154
05-10-2021,3754,3840,3741.6,3833.3,1877966
04-10-2021,3724.8,3783.65,3707.45,3773.3,1356860
01-10-2021,3781.75,3810,3725,3730.2,1578374
30-09-2021,3805,3805,3750.1,3775.55,2252412
29-09-2021,3759.8,3806,3722.15,3791.9,2489161
28-09-2021,3850,3850,3751.25,3779.15,2253075
27-09-2021,3900,3904,3802.9,3836.95,1673362
24-09-2021,3890,3944.4,3855,3871.3,2320754
23-09-2021,3870,3879,3835,3869.25,2003869
22-09-2021,3862.5,3896.85,3852.45,3862.15,1744067
21-09-2021,3858,3871.55,3821.65,3862.95,1568129
20-09-2021,3809,3871,3807.85,3823.5,2002008
17-09-2021,3920,3945,3805,3827.85,6477148
16-09-2021,3930,3981.75,3892.1,3903.3,2946666
15-09-2021,3882.1,3980,3866,3954.55,2461369
14-09-2021,3849.95,3896.5,3825,3885.9,1991188
13-09-2021,3767,3852.4,3767,3845.35,1691473
09-09-2021,3789.7,3808.7,3765,3791.4,1441148
08-09-2021,3810,3815,3756,3774.15,4147175
07-09-2021,3864,3869.95,3808.25,3815.9,1585039
06-09-2021,3849.7,3877.6,3814,3852,1723693
03-09-2021,3825,3856.9,3804.55,3842.05,1746812
02-09-2021,3734,3859.15,3722,3836.75,3403717
01-09-2021,3796,3816.7,3707,3714.95,2643336
31-08-2021,3709.4,3804.1,3703.45,3786.45,3207480
30-08-2021,3715,3740.35,3687.6,3701.3,2033114
27-08-2021,3666,3729.5,3651.1,3720.15,3944728
26-08-2021,3660,3687.6,3647.9,3671.85,1902533
25-08-2021,3610,3697.75,3607.05,3659,2123263
24-08-2021,3657,3667.35,3594.4,3613.2,2511141
23-08-2021,3580,3673,3561.9,3637.4,3744176
20-08-2021,3506,3575,3500,3559.5,2836148
18-08-2021,3573.85,3595,3536.6,3560.55,2631309
17-08-2021,3482.1,3560.8,3463,3553.05,4336019
16-08-2021,3460,3494.35,3436.5,3472.95,2083489
13-08-2021,3360.75,3480,3357.5,3463.4,4363584
12-08-2021,3326,3368,3326,3351.75,1310205
11-08-2021,3350,3360,3327.1,3344.2,1929707
10-08-2021,3315.6,3349.9,3315.6,3333.9,2040777
09-08-2021,3323.9,3337,3310,3322.7,1510489
06-08-2021,3272.55,3324,3265,3309.8,2292362
05-08-2021,3275,3315,3262.5,3283.95,2534521
04-08-2021,3300,3305.2,3261.2,3273.95,2929598
03-08-2021,3229,3290,3218.95,3284.9,3804735
02-08-2021,3180,3224.9,3167,3219.4,2608669
30-07-2021,3219,3223.5,3162.35,3167.45,2999943
29-07-2021,3200.25,3225.45,3190.3,3195.8,1731997
28-07-2021,3188,3204.45,3132.4,3197.8,1660654
27-07-2021,3200,3210,3161.15,3182.95,1121367
26-07-2021,3200,3224.25,3190.85,3197.55,1259611
23-07-2021,3230,3241.55,3206.65,3212.85,1776193
22-07-2021,3190,3224.95,3190,3216.35,2859334
20-07-2021,3184.6,3215,3156.15,3205.8,1811945
19-07-2021,3180,3199.8,3176,3184.6,1597058
16-07-2021,3213,3219.85,3192,3194.8,1256526
15-07-2021,3227.6,3231.85,3194,3202.95,2232968
14-07-2021,3187,3222,3185,3214.55,2044279
13-07-2021,3214,3214,3175,3187.55,1809339
12-07-2021,3235,3236,3188.35,3193.1,1892226
09-07-2021,3250,3282,3201,3208.15,6365067
08-07-2021,3298,3298,3231.9,3258.5,2485811
07-07-2021,3275,3282.7,3241.6,3274.95,2640710
06-07-2021,3313,3328,3256.1,3262.3,2159420
05-07-2021,3342,3374,3302,3321,1972858
02-07-2021,3331,3339.7,3295.2,3325.45,1682274
01-07-2021,3358,3362,3332.35,3341.5,990310
30-06-2021,3346,3382,3338.5,3345.75,1693146
29-06-2021,3342,3366.3,3326.5,3340.85,1497322
28-06-2021,3391.5,3391.5,3333,3336.75,1355238
25-06-2021,3375.25,3399.65,3350,3380.8,2722861
24-06-2021,3284,3383,3278.5,3373.6,4155204
23-06-2021,3329,3329,3256.4,3261.4,1467104
22-06-2021,3304,3327.05,3285,3301.2,1708688
21-06-2021,3265,3286,3251.7,3273.1,1130569
18-06-2021,3350.9,3358,3275,3297.3,3380431
17-06-2021,3265.5,3336.05,3260,3317.75,2273413
16-06-2021,3262.1,3294.7,3253,3274.35,1635552
15-06-2021,3298,3298,3251.55,3262.75,1304985
14-06-2021,3279,3308.7,3270.35,3276.35,1847360
11-06-2021,3211.55,3309,3211,3273.8,3452954
10-06-2021,3210,3224,3193,3216.8,1874324
09-06-2021,3202,3220,3186.2,3200.25,1710925
08-06-2021,3198,3231,3187.2,3200.15,2574057
07-06-2021,3145,3190.45,3133.6,3183.2,2559821
04-06-2021,3128,3156.85,3125,3143.75,1836060
03-06-2021,3154.55,3154.55,3122.65,3141.25,1281706
02-06-2021,3150.85,3159.45,3115,3129.45,2240078
01-06-2021,3168.6,3169.95,3132,3153,1377441
31-05-2021,3150,3170.35,3128.6,3159.15,1652799
28-05-2021,3189.5,3198,3135.65,3143.6,1763701
27-05-2021,3161.95,3217.75,3161.8,3180,5959785
26-05-2021,3120,3165,3103.8,3158.5,1923753
25-05-2021,3092,3128.25,3082.1,3114,1841613
24-05-2021,3081.5,3105,3072,3081.5,1652260
21-05-2021,3061,3088.2,3055.1,3080.5,1685566
20-05-2021,3067.1,3088.8,3052.1,3060,2329027
19-05-2021,3084,3118,3067.1,3082,1986041
18-05-2021,3100,3124,3078,3088.8,2098538
17-05-2021,3055,3075.2,3036,3069.75,2890462
14-05-2021,3098.5,3098.5,3040,3051.5,2043935
12-05-2021,3120,3120,3070.6,3087.6,1978558
11-05-2021,3125,3128.1,3091.15,3122.6,2415625
10-05-2021,3145.95,3164.2,3125,3145.5,2137153
07-05-2021,3133,3159.85,3111.8,3132.9,1912540
06-05-2021,3105.5,3134,3074,3111.45,1791671
05-05-2021,3070,3099.4,3052.4,3095.7,1939289
04-05-2021,3062.8,3090,3035,3049.75,1990777
03-05-2021,3024.9,3055,3004,3037,1545831
30-04-2021,3099,3132.05,3020,3035.65,3072305
29-04-2021,3145.6,3157.35,3105.5,3115.25,1621395
28-04-2021,3149.95,3151,3112,3124.1,1639037
27-04-2021,3106,3136.1,3103,3132,1471417
26-04-2021,3102.05,3153,3088.05,3100.8,2490260
23-04-2021,3105,3119,3091.05,3109.5,1615309
22-04-2021,3148,3148,3105.25,3118.8,1988980
20-04-2021,3225,3225.35,3126.35,3144.55,3141893
19-04-2021,3169,3189,3135.1,3161.8,2679106
16-04-2021,3229,3247,3182.6,3195.15,3224657
15-04-2021,3160.3,3237.25,3087.45,3218.95,6062760
13-04-2021,3214,3214,3073.05,3104.05,8654596
12-04-2021,3322.25,3338.1,3213.2,3246.55,3791828
09-04-2021,3354,3354.35,3308,3322.25,2911129
08-04-2021,3270,3335,3266.05,3317.35,2578118
07-04-2021,3259,3277.55,3234.8,3271.4,2491268
06-04-2021,3275,3275,3230,3264.7,2291562
05-04-2021,3171,3263,3151,3238.9,5317862
01-04-2021,3191.1,3215,3145,3165,4285076
31-03-2021,3155,3205,3132,3177.85,3530069
30-03-2021,3083,3188.45,3060.9,3158.55,4694261
26-03-2021,3090.65,3118,3043.05,3066.8,3697370
25-03-2021,3112.2,3130.85,3050,3064.85,3179786
24-03-2021,3111.2,3152.3,3111.15,3121.1,2207104
23-03-2021,3140,3169,3122.85,3142.6,3305973
22-03-2021,3048.7,3139.45,3018.65,3129.65,2821646
19-03-2021,3030,3099,3005,3050.2,5776626
18-03-2021,3125.95,3146.45,2987.05,3036.5,3656306
17-03-2021,3105,3155,3085.3,3112.95,3838390
16-03-2021,3060,3141,3060,3110.05,4894756
15-03-2021,3041,3099,3041,3066.15,3097140
12-03-2021,3075,3117,3041.35,3057.95,2938317
10-03-2021,3075,3093.2,3060,3070.95,3053778
09-03-2021,3006.95,3066.9,2992.1,3050.95,1942397
08-03-2021,3016,3033,2996,3006.95,2003125
05-03-2021,3016.1,3063.2,2996.6,3008.05,3203686
04-03-2021,3023,3081.45,3016.05,3049.7,3916760
03-03-2021,3035,3064,2996.9,3059.1,3509857
02-03-2021,2960,3025,2948,3006.35,3306469
01-03-2021,2926,2965,2901.8,2924.2,3265871
26-02-2021,2960,2972.35,2880,2894.3,5553153
25-02-2021,2974,3029.9,2968.45,2995.3,4224073
24-02-2021,2972,3003.35,2921.15,2948.1,3774549
23-02-2021,2970,3028,2968,2980.2,3832829
22-02-2021,3096,3096,2943.15,2958.45,5366696
19-02-2021,3058,3087.15,3016.15,3071.85,3725028
18-02-2021,3065,3097.9,3031,3057.35,4189909
17-02-2021,3105.1,3132.85,3045.55,3073.1,3678426
16-02-2021,3150,3167.65,3100,3108.8,3435770
15-02-2021,3209,3209,3131.55,3139.85,2630853
12-02-2021,3184.2,3245.5,3182,3190.8,2777404
11-02-2021,3215,3219.3,3185.05,3206,1165882
10-02-2021,3185,3219.4,3157.3,3213.3,2127983
09-02-2021,3195,3245.8,3164,3176.9,2658751
08-02-2021,3189.5,3226,3155.15,3214.1,2526592
05-02-2021,3198.95,3205.85,3129,3157.95,2366135
04-02-2021,3216.05,3237.85,3176,3188.45,2057261
03-02-2021,3213,3236,3162.65,3200.05,2505866
02-02-2021,3174,3224,3150,3203.45,2881837
01-02-2021,3100,3165,3044.1,3139.35,3985846
29-01-2021,3210.05,3216.85,3100,3111.35,5445659
28-01-2021,3230,3275,3183.8,3196.55,3083938
27-01-2021,3300,3306.45,3227,3261.05,2786662
25-01-2021,3308.95,3339.8,3278.65,3291.3,2272887
22-01-2021,3241.9,3325,3241.9,3303.1,3052459
21-01-2021,3305,3309.15,3262.1,3273.85,2778546
20-01-2021,3270,3327.95,3267.1,3308.8,3453446
19-01-2021,3233,3279,3232,3260.7,2975735
18-01-2021,3250,3256.75,3187.4,3221.75,4160906
15-01-2021,3235,3274,3210,3233.35,4131692
14-01-2021,3155,3266.5,3120.4,3250.7,6931542
13-01-2021,3175,3177,3126.25,3158.95,3572801
12-01-2021,3176.45,3210,3150,3174.85,3611458
11-01-2021,3230,3230,3146.55,3176.45,9508039
08-01-2021,3090,3128,3060,3120.9,5879039
07-01-2021,3075,3080.85,3000.25,3032.8,3717827
06-01-2021,3100,3113.5,3037.2,3051.5,3726716
05-01-2021,3039.6,3114.25,3039.6,3093,5801309
04-01-2021,2950,3050.75,2940.95,3039.45,5113293
01-01-2021,2880,2940,2879,2928.25,2681440
31-12-2020,2900,2905,2845,2862.75,4040956
30-12-2020,2934.4,2947.7,2902,2909.3,2637968
29-12-2020,2920,2952,2920,2930.5,1994151
28-12-2020,2910,2949.7,2902,2929.4,2108994
24-12-2020,2909,2921.35,2883.2,2909.35,1807144
23-12-2020,2876.05,2919,2865.45,2908.75,2790988
22-12-2020,2834,2883.65,2818.65,2872.5,2881737
21-12-2020,2861,2886.5,2785,2820.15,2705195
18-12-2020,2868,2898,2846.2,2861,6076692
17-12-2020,2811,2853.7,2805,2838.2,2863460
16-12-2020,2779,2819.8,2760.45,2814.2,2565149
15-12-2020,2786,2794.7,2755,2761.55,2365509
14-12-2020,2802,2804,2756.25,2797.7,2483658
11-12-2020,2792.7,2807.7,2764.55,2783.6,1795408
10-12-2020,2818,2827.3,2780.25,2784.3,2127801
09-12-2020,2815,2840,2793.15,2810.8,3659996
08-12-2020,2740,2805.55,2732.45,2797.3,4277818
07-12-2020,2715,2744,2706.15,2737.7,1996400
04-12-2020,2710.8,2738.85,2699,2727.55,2686527
03-12-2020,2773.9,2773.9,2700.8,2709.45,2852548
02-12-2020,2719,2754.7,2702.45,2749.55,2509032
01-12-2020,2679,2735.9,2624.45,2726.8,3605017
27-11-2020,2705,2717.7,2669.05,2679.65,6086808
26-11-2020,2686,2730.95,2680,2720.6,2341099
25-11-2020,2729,2732.95,2688.2,2701.3,3302249
24-11-2020,2734.4,2743,2705,2722.05,3120516
23-11-2020,2690,2730,2665,2724.25,3706418
20-11-2020,2655,2676,2627.55,2660.25,2711471
19-11-2020,2637,2676.15,2630.85,2636.9,4167501
18-11-2020,2661,2664.2,2607.05,2626.65,2893762
17-11-2020,2695,2695,2650.05,2666.05,2827273
14-11-2020,2677.95,2689,2660.05,2670.35,298819
13-11-2020,2655.75,2664.9,2636,2656.85,2548093
12-11-2020,2686,2713,2661.75,2671.05,2437505
11-11-2020,2667.95,2692.8,2643.4,2687.8,3242441
10-11-2020,2697.2,2713.15,2638.35,2649.6,4760020
09-11-2020,2731.1,2744,2695.1,2726.6,3646592
06-11-2020,2699,2713.25,2681.3,2707.45,3884421
05-11-2020,2685,2710,2667,2685.7,2816502
04-11-2020,2610,2721.85,2610,2653.15,4893928
03-11-2020,2604,2665,2601.05,2633.6,2879269
02-11-2020,2660,2664.85,2600.05,2604.6,2571196
30-10-2020,2636.1,2674.35,2621.6,2664.85,3427003
29-10-2020,2608,2655,2600.25,2632.65,3105970
28-10-2020,2650,2655.95,2606,2622.2,3569515
27-10-2020,2699.75,2718.15,2624.1,2630.15,3537594
26-10-2020,2689.95,2709.95,2670.5,2688.2,2672766
23-10-2020,2687.8,2702,2670.1,2686.8,3499372
22-10-2020,2661,2686.65,2638.1,2671.15,5262311
21-10-2020,2739,2749,2663.05,2675.4,4570175
20-10-2020,2725,2759.9,2717.95,2739,3406298
19-10-2020,2774,2774,2706.6,2711.55,3331194
16-10-2020,2750.1,2771.65,2731.3,2763.3,5273773
15-10-2020,2811,2827.75,2727,2740.6,6629395
14-10-2020,2842,2842,2787.55,2809.6,4395979
13-10-2020,2845,2854.9,2812.2,2826.55,4209905
12-10-2020,2815.5,2854,2800.75,2830,4623211
09-10-2020,2810,2829.85,2780,2812.95,7739375
08-10-2020,2800,2885,2800,2825.7,19839826
07-10-2020,2742,2770,2703,2735.95,9656167
06-10-2020,2736,2736,2650.1,2714.3,9846376
05-10-2020,2620,2728.1,2603.05,2705.8,17412119
01-10-2020,2510,2540,2492.3,2523.45,2610338
30-09-2020,2489,2505,2460,2492.3,3917186
29-09-2020,2434.85,2511.05,2426.3,2488.4,6995815
28-09-2020,2440,2444,2366,2426.3,4347177
25-09-2020,2368,2440,2352.1,2422.3,8228297
24-09-2020,2450,2450,2302.6,2332.25,8425118
23-09-2020,2510,2519.85,2409,2467.45,7503152
22-09-2020,2485,2555,2458,2522.95,7499927
21-09-2020,2465,2504.9,2452.15,2465.3,4598809
18-09-2020,2485,2500.4,2436.4,2449.9,4183256
17-09-2020,2480,2495.75,2450.6,2460.95,4828231
16-09-2020,2488.95,2507.6,2477.3,2503,3074013
15-09-2020,2491.4,2538,2464.6,2491.4,7318773
14-09-2020,2384.1,2505.75,2381.85,2491.4,7512284
11-09-2020,2330.95,2383,2330.15,2374.1,4145429
10-09-2020,2335,2348.5,2324.3,2331.15,2308813
09-09-2020,2325,2359,2320,2327.65,3866542
08-09-2020,2335.95,2390.45,2327.05,2348.2,7454161
07-09-2020,2289,2343.5,2283.35,2327.05,4620416
04-09-2020,2275,2324.25,2262.95,2288.8,5232180
03-09-2020,2268,2324,2268,2299.5,4654146
02-09-2020,2247,2268.75,2241.65,2265.15,2084152
01-09-2020,2269,2278,2241.3,2246.35,3610908
31-08-2020,2240,2276.2,2228,2257.25,6018160
28-08-2020,2268.4,2279.95,2235.1,2238.55,2941156
27-08-2020,2266,2287.35,2241.75,2248.4,3579397
26-08-2020,2242,2259.9,2216.45,2253.5,2618159
25-08-2020,2245,2250,2233.55,2242.65,1663454
24-08-2020,2250.6,2259.95,2230,2248.1,2167987
21-08-2020,2260,2271,2241.05,2248.6,1975304
20-08-2020,2257,2276.55,2240.05,2252.85,2895265
19-08-2020,2276.35,2284.6,2252.5,2256.6,2843007
18-08-2020,2262.8,2289,2248.3,2269.75,3493411
17-08-2020,2263,2270,2238.25,2253.4,2625670
14-08-2020,2277,2281.3,2233.1,2242.15,2270405
13-08-2020,2273,2300,2250.5,2254.45,2695682
12-08-2020,2288.35,2296.4,2246.55,2257.35,3415766
11-08-2020,2283,2312,2275.6,2279.9,2774509
10-08-2020,2318,2325,2276.05,2282.8,2929385
07-08-2020,2308,2328,2287,2295.35,3165495
06-08-2020,2275,2319.5,2265.35,2308.1,4748348
05-08-2020,2260,2300,2253,2259.5,3800641
04-08-2020,2259.95,2269.65,2225.05,2249.7,2927953
03-08-2020,2290.45,2303.85,2230.7,2254.15,4012445
31-07-2020,2303.15,2334.8,2257.45,2281.4,4723290
30-07-2020,2285.9,2358,2272.25,2279.5,7098913
29-07-2020,2292,2342,2246.05,2276.05,6090440
28-07-2020,2215,2320,2215,2309.75,8092458
27-07-2020,2165,2215,2163.5,2206.8,4248837
24-07-2020,2154.5,2163,2125.1,2157.4,3665123
23-07-2020,2190.95,2190.95,2163,2171.2,2265791
22-07-2020,2231,2231,2184.2,2190.95,2861698
21-07-2020,2230,2238.65,2201.15,2225.05,2665386
20-07-2020,2201,2226.9,2190.8,2207.9,2952719
17-07-2020,2237,2243.9,2190.05,2200.75,4509143
16-07-2020,2244,2333,2220.1,2234.75,8582120
15-07-2020,2185,2260,2181.1,2233.9,5569322
14-07-2020,2210,2239,2165,2171.95,2976749
13-07-2020,2220,2244.95,2210,2220,2963525
10-07-2020,2205.25,2249.85,2176,2222.35,9610327
09-07-2020,2229,2244.5,2191.05,2204.35,3443998
08-07-2020,2270,2274.4,2207.6,2218.9,2793674
07-07-2020,2275,2302.7,2232.15,2269.9,5630081
06-07-2020,2205,2269.9,2205,2263.2,5190366
03-07-2020,2163.65,2205,2160.25,2199.65,4185215
02-07-2020,2102,2165,2098,2157.15,3758709
01-07-2020,2079.7,2113.95,2079.5,2092.05,2503466
30-06-2020,2100,2111.9,2075.05,2082.15,3071877
29-06-2020,2108,2127.6,2091.3,2101.65,3076344
26-06-2020,2025,2132,2019.95,2118.85,6300912
25-06-2020,2035,2060,2009.25,2016.1,3044089
24-06-2020,2034,2064.25,2031.6,2042.2,2560951
23-06-2020,2027,2044,2010,2035.3,4206122
22-06-2020,2050,2052.25,2019.15,2027.95,3196138
19-06-2020,2042,2090,2032,2044.6,5681784
18-06-2020,2045,2059.2,2025.2,2038.1,1944471
17-06-2020,2046,2058.85,2026.55,2047.8,2703546
16-06-2020,2065,2073.95,2031,2045.8,2146528
15-06-2020,2039.1,2059,2000.95,2029.9,2399028
12-06-2020,2011.2,2049.2,2011,2039.5,2842757
11-06-2020,2100,2105,2061.8,2067.65,2269569
10-06-2020,2077.05,2132,2073.5,2108.75,5168494
09-06-2020,2063.1,2095.5,2060.25,2072.05,2910152
08-06-2020,2078.25,2095,2062.1,2071.75,2957841
05-06-2020,2091.6,2098,2040.3,2048.25,3573299
04-06-2020,2046.75,2100,2046.75,2091.55,4048593
03-06-2020,2051.85,2063.75,2020,2046.15,3699799
02-06-2020,2060.2,2081,2040.05,2047.15,2443886
01-06-2020,1990,2060,1981.1,2045.25,3747850
29-05-2020,1982,2002.65,1962.4,1972.35,7237765
28-05-2020,1988.5,2014,1971.3,2004.3,3475788
27-05-2020,1959,2010,1941.25,2005.3,3482185
26-05-2020,2015,2024,1925,1943,4575512
22-05-2020,1977.1,2032,1961.25,2020.35,3663422
21-05-2020,1946,1998,1941.15,1991.2,3400925
20-05-2020,1950,1962.9,1931.7,1953.6,2778505
19-05-2020,1903,1966.45,1903,1948.65,3198699
18-05-2020,1907,1952.95,1872.1,1945.6,3727896
15-05-2020,1916,1917.4,1865.2,1892.9,3173682
14-05-2020,1910,1923.1,1891.1,1902.35,2263204
13-05-2020,1994,1994,1925.65,1949.65,2656665
12-05-2020,1933.4,1956.5,1910.25,1949.5,3256630
11-05-2020,1909,1951.4,1909,1935.3,2449846
08-05-2020,1939.1,1939.5,1886.25,1893.4,2686536
07-05-2020,1910,1934.45,1883.35,1891.65,3166784
06-05-2020,1939.8,1953.7,1893.6,1903.6,3517432
05-05-2020,1955.1,1977,1927,1932.75,2905541
04-05-2020,1966,1966,1913.65,1930.45,3729409
30-04-2020,1980,2032,1942.2,2014.45,5915950
29-04-2020,1874,1912.55,1850.05,1905.65,4241579
28-04-2020,1865,1868,1832.6,1859.05,2678512
27-04-2020,1832.3,1875,1825,1836.6,3374747
24-04-2020,1840.7,1851.95,1807.8,1818.55,2987150
23-04-2020,1780,1900,1760.85,1878.25,5934424
22-04-2020,1737.65,1790,1719.15,1769.5,3829839
21-04-2020,1765,1794.6,1727.7,1737.65,5122606
20-04-2020,1830,1830,1802.5,1818.65,3244293
17-04-2020,1800,1851.95,1753,1806.2,9895825
16-04-2020,1709.95,1764.9,1675.05,1716.05,6245583
15-04-2020,1785,1812,1727.8,1735.15,4761401
13-04-2020,1761,1787,1746,1759.25,2990478
09-04-2020,1750.45,1778.8,1731.2,1766.15,5307649
08-04-2020,1760,1806,1701,1705.45,6285616
07-04-2020,1710,1785.85,1705,1775.2,5427965
03-04-2020,1740,1740,1650,1654.2,5735529
01-04-2020,1825.9,1834.75,1702,1708.75,4941898
31-03-2020,1837.4,1855,1780,1826.1,3927593
30-03-2020,1766,1905,1763.55,1778.5,8513608
27-03-2020,1820,1850,1750.4,1824.5,4331310
26-03-2020,1831.6,1832.05,1722.55,1790.95,4556071
25-03-2020,1700,1810,1680,1750.3,2765527
24-03-2020,1653.05,1770,1632.85,1703.15,6354209
23-03-2020,1620,1750,1617.75,1669.7,7003558
20-03-2020,1630,1869,1627,1797.45,8547645
19-03-2020,1559.7,1685.45,1546.75,1636.35,5135162
18-03-2020,1676.8,1713.55,1627.75,1654.4,7259111
17-03-2020,1730,1731,1623.15,1658,5713269
16-03-2020,1755,1842.25,1675.85,1696.4,7844420
13-03-2020,1687.9,1820,1506.05,1806.3,8029725
12-03-2020,1904,1908.4,1758.35,1769.85,8728972
11-03-2020,1933,1987.3,1920,1953.7,6796752
09-03-2020,2075,2079.9,1935,1972.35,4940982
06-03-2020,2098,2123.65,2071.6,2116.45,2595027
05-03-2020,2085.7,2147.75,2084.05,2125.05,3937056
04-03-2020,2056,2094.45,2025,2083.2,3237002
03-03-2020,2020,2060,2012,2036.2,2757585
02-03-2020,2035,2053.95,1985.7,2001.3,2667076
28-02-2020,2068,2069.5,1990,2000.15,4298076
27-02-2020,2119.95,2119.95,2086.2,2105.5,2349001
26-02-2020,2154,2163.9,2112.95,2123.6,2686842
25-02-2020,2115.5,2176.65,2111,2156.15,2674567
24-02-2020,2156,2178.95,2106.7,2115.35,3092877
20-02-2020,2204.5,2214.4,2151.25,2156.8,2317278
19-02-2020,2215.75,2230,2190.5,2196.35,1760463
18-02-2020,2199.95,2221,2186.05,2215.75,2486223
17-02-2020,2196.95,2217,2190.2,2203.25,1774724
14-02-2020,2188,2212,2171,2184.2,1500115
13-02-2020,2172.95,2197,2171,2191.95,1645948
12-02-2020,2151.1,2185,2150,2170.75,1620407
11-02-2020,2163,2174.8,2147.6,2153.4,1335820
10-02-2020,2140.9,2167,2119,2161.95,2383032
07-02-2020,2139,2151,2119,2136.55,2083442
06-02-2020,2145,2174.2,2115.5,2128.35,2640065
05-02-2020,2115,2156.7,2104.3,2146.55,2439322
04-02-2020,2129,2136.7,2086.6,2107.75,3509339
03-02-2020,2152,2194.7,2093.2,2102.5,4728073
01-02-2020,2079.5,2180.7,2063.6,2164.85,3319716
31-01-2020,2139.4,2144.35,2071.6,2079.05,3287223
30-01-2020,2160,2165,2125,2137.85,2098567
29-01-2020,2185,2186.95,2150,2154.6,2306761
28-01-2020,2174,2187.8,2152,2183.75,1743024
27-01-2020,2189.7,2193.45,2165,2169.25,1549101
24-01-2020,2190.95,2190.95,2170,2183.4,1319430
23-01-2020,2209.8,2217.75,2183.7,2190.95,2069866
22-01-2020,2181,2210,2173.7,2206.9,1773686
21-01-2020,2169.95,2186.55,2158.05,2171.05,1902980
20-01-2020,2194.9,2242.2,2156.2,2170.35,5817599
17-01-2020,2240.75,2253.55,2213,2219.1,3281059
16-01-2020,2226.95,2249,2215,2238.8,3117214
15-01-2020,2213,2231,2194.2,2226.9,2620681
14-01-2020,2195,2229.8,2195,2206.9,2948452
13-01-2020,2217.85,2218.95,2184.7,2190.35,2843893
10-01-2020,2228,2234,2208,2213.55,1915807
09-01-2020,2248.75,2251.95,2210,2214.35,3734173
08-01-2020,2205,2260,2202.05,2255.25,5197454
07-01-2020,2200.5,2214.65,2183.8,2205.85,2429317
06-01-2020,2205,2225.95,2187.9,2200.45,3023209
03-01-2020,2164,2223,2164,2200.65,4655761
02-01-2020,2179.95,2179.95,2149.2,2157.65,2380752
